user_id,actual,own_rec_baseline
2275,"[  860776   888614   929309   951763   966358   995965  1026118  1052335
  1113189  6633224  6633273 15626016   897954   925626  5569327 13115525
   821344   825749   828713   844179   867827   878996   903325   912392
   914155   929668   942693   968072   995242   999599  1021181  1033062
  1053690  1064945  1067820  1074405  1079987  1084597  1085137  1091483
  1092026  1113274  1134483  5575597 13877096 13877116 15973151   833169
   892502   969039   977344  1036139  1123720  1118281  1132280   842140
   957063  1098066  5568661  5569230   858302   883739   998679  1002558
  1055646 15926927   819927   830297   840361   841016   849843   870547
   889362   893990   896369   899624   904813   938700   951971   952317
   965963   993680  1013321  1026504  1043128  1062306  1079174  1081310
  1091499  5981072  7442951 10150194 10284979 13776705 14025315 14025641
 15452546 15452812 15716750 18005872   860487   937110   950249  1065860]","[1014206, 1134483, 951102, 1019089, 1033913]"
2276,"[ 1080414   833849   872826   890695   952698   976998  1018316  1048299
  1065593  1074200  1085141  1100972  1121360  7410071  7410249  9194188
  9297574  9487927  9676944  9677791  9859193 10355637 10355657 10355667
 10355733 12263304 13007519 13115647 13115980 13877012 15715932 17240213
 18004134]","[6979753, 843111, 8019916, 854133, 1070276]"
2277,"[  839419   857849   870980   882441   903931   905913   927191   934676
   943459   951971   952925   957741   961269   967948   999971  1018859
  1034125  1053690  1055646  1059902  1064755  1065122  1068124  1072483
  1080566  1091922  1105426  1111072  8090537  9337203  9368083 10118193
 10456643 12731413 12810418 14043817 14043823 14043826 14050460 14050461
 15717100 15717260   822346   912468   957063   958569  1027664  1044299
  1049133  1070015  1088191  5587656 12324841 14111683 15511891]","[1097001, 6704207, 1067695, 1052920, 870980]"
2278,"[  840361   915493   996114  1138854  6979545 15741787   927090   947441
   948665   981297   992730   995785   999913  1001412  1011300  1018818
  1025650  1030409  1078440  5566968  5567319  7441926  9245106  9677235
  9677877 12757619 14025651]","[1036753, 876548, 1070803, 6633342, 1028473]"
2279,[12524009  1108168],"[947658, 849697, 5569098, 1093721, 955921]"
2280,"[  819978   820165   823704   824796   827180   833025   852856   862349
   866211   872154   883003   885307   901062   907014   908531   921374
   951590   977034   981760   998037  1004097  1007434  1013321  1027330
  1053530  1063364  1082185  1093603  1096635  1097635  1133018  7410341
  9526965  9553185 10121965 14050819 15595903 16099772 16770135   867668
   912171   956902  1004906  1044068  1082990  1091107  1091499  1097024
 12301839   847982   872098   896613   946995  1022254   834396   889511
   916190   971660   985031   986121  1000672  1014458  1022984  1072049
  1112212  1135932  6551775 14077401 17291608   827578   842140   845622
   856252   874972   923673   927783   933835   938700   972665   982984
  1018859  1048918  1075232  1078317  1096226  1101010  1119860  5568197
  5569230  5995445  6534480  6534552  6979089  7441419  7442180  8090509
 10149640 12262778 13416544 14024948 15596429 16223404  6534178]","[1093603, 1097635, 879922, 1082990, 824796]"
2281,"[  820165   822812   837270   869260   870390   882247   913210   915715
   916122   931726   949727   966408   970030   983310   984957  1013167
  1022119  1041032  1044805  1046756  1060705  1065835  1082185  1083012
  1085476  1087850  1090247  1121360  5564901  5569471  6396566  6534077
 12171765 13008378 13008412 13073175 13157940 13213082 13417845 15860306
 15928025 16220944   981288  5579594  7463287 15686689   887342   889774
   903526   911388   923654   945294   959361   960127   982960  1004125
  1068708  1080853  1095599  1096099  1101173  1122115  1133191  5581306
  5978656  6034857  6463972  7410304  8069230  8091601  9885544 12256241
 12385624 13007435 13417761 14025389 15452179 15741787   890344   890441
  1039156  1065038  5592773 17249789  9836302]","[1029112, 1112824, 5568964, 911915, 6396566]"
2282,"[  870871   905429   987838  1068879   908846   977694   994124  1013565
  1056075  1083846 13071902 13093050   834484   860776   874149   901666
   961057  1008096  1041259  1070820  1093403  1120991]","[928092, 887219, 1015694, 833724, 932179]"
2283,"[  827175   857503   870211   876669   878996   891654   903745   909714
   923746   941797   944929   949983   973086   989275   999250  1040693
  1054088  1055646  1059823  1070820  1083721  1085604  1093468  1115198
  1134790  1139786  6533608  7410071  9527159  9573206  9676858 10182856
 10204396 12352250 12352331 12781828 13039326 13133597 13213567 13986497
 14050416 15863916 15973034 17328611]","[8293439, 1032150, 1011427, 5578856, 1096563]"
2284,"[  830156   845896   926656   951954  1044078  1071119  1136955 13381483
   861792   893651   923811  1056926 12301979   824759   844521   844984
   847270   862930   867647   911812   916122   938563   955262   968215
  1000237  1003223  1004684  1004762  1006188  1016286  1031788  1038535
  1039566  1044259  1055504  1075170  1076097  1082185  1112205  1128783
  1135476  5566586  6514160  8249443  9245106  9677670 13945181 15483691
 17936506 17936507   870549  8020234 10204393 13213271   824005   842762
   880957   901066   905690   908846   934156   940947   943169   948086
   959737   961554   965853   976199   981760  1002558  1030343  1034824
  1043837  1046584  1049918  1054018  1059204  1069897  1072958  1077373
  1096280  1103839  1110031  1114762  1128161  5585510  6534482  7431408
 12257512 13158498 13842104 15596097 15972201 17899835   830545   951412
   998119  5593053  9707528 12262751 12384601 12384689 13190250 13672062
 17248598   821344   833715   858419   961803   980562   990797  6391484
 10356096 13189983 14025046 16223274   904373   920833   982393  1106137
  6533182   824074   837139   840322   843171   854502   854699   857540
   864354   866227   870735   880438   896444   910192   928538   929178
   933923   944836   945090   955587   967181   975658  1015612  1019028
  1065940  1094924  1121256  1133686  5569471  5995035  5995051  6039732
 10284931 10456622 15927621   897088  1114451 12330794]","[9677670, 975633, 1044259, 9396705, 833787]"
2285,"[  854607  1134633  7143963 13775740   824005   857503   869465   988277
  1000205  1041559  1065252  1103975  5572234  6633273  8293439  8293440
  9676830  9676944 10311595 13115524 13115626 13115700 13115896 15595947
 15717403 16100307 16223193  5568249  9296856 12330856 17329973 17329974
  6534178   850676   860776   886570   903325   953951   988313  1013503
  1054432  1115577  1121894  1134473 15926507 17179856 17214937 18005378]","[8293343, 1135059, 1059891, 991874, 899446]"
2287,[  968936   987122 13008065],"[1070803, 1082212, 889989, 980943, 5574377]"
2288,[  891118   899446  8293447 10180324],"[1118946, 9483753, 7464370, 1116050, 966005]"
2289,"[  820165   825703   840858   844165   849843   859618   907014   913210
   916122   927360   960791   982790   989830   994685   998444   998556
  1038437  1051069  1053690  1068642  1068719  1080414  1082141  1082185
  1101502  1121360  1130323  1133018  1139493  6978875  7442091  9245106
  9296856 10285017   950894  1119060   823721   834396   996087  1042516
  1078719 14077739   842477   907994  1033142  1106523  9396843]","[9802643, 1070803, 1069620, 1089045, 842126]"
2290,[  996891  1080414  1085604 12263733],"[1076467, 885750, 844759, 935546, 890536]"
2291,[  908866  1032950  6979427 10456404],"[938203, 953134, 1111839, 1088835, 1089074]"
2292,"[ 1180210  1180241  1215866  1273668  1361359  1394143  1421739 13878803
   839849   882441   883404   916767  1132770 15506577   827180   833025
   994685  1036936  1123014 17249347   995242  1039156  1094955   874736
   923746  5569327 15717057   962671  6534825   945611  1038217  1077555]","[916767, 955043, 1404121, 1027874, 880895]"
2293,"[ 1043429   835243   858743   881857   887201   906262   913026   988667
  1070820  1082185  1096261  1106523  1135476  6034780  6391381  6979709
  9673970 12949855 13008193   985622  1018822  6039859]","[1118120, 1038985, 1028422, 1116741, 6391381]"
2294,[ 5569230  5978656 15741433],"[1109598, 1002313, 1002459, 1031492, 900311]"
2295,"[  896958  1106523   898023   923673   981760   993592  1112473  5565612
   858553   900802   998328  1066959  1122928   842522   899624   929433
   929472   947865   956284   956435   959409   978077   999134   999270
  1005186  1038217  1045220  1051626  1074608  1118533  6544382  9333734
  9677886 12352035 13213121 13213410 15926638 15926931 16806958 18005229
  6534178  1074271  8090532 17214946   884897  1088835  1111839 15716444
  1060099  1115874  5995423  7157395 12731632 13189892]","[6533681, 950206, 5591490, 845109, 1031065]"
2296,"[  862035   868015   870315   872762   877498   883404   898601   903738
   905120   961846   962797   968687  1029743  1038467  1041376  1051283
  1070015  1124207  5569230 12386187 15572623 15740666 17901649   845677
   905913   940947   951590   979707   985386   999714  1043416  1062128
  1071277  1099181 12262891 12731623 16223274   896061   989244   994542
  1024629  1069714  9526112 13986236 14110697   890657   892048   898212
   913210   915459   955887   981760  1130777  8292899 15926928   879373
   900802   902396   923149   947865   951242   952317   960363   961458
   974108  1008892  1013098  1016800  1054088  1087986  5566931  5568378
  6034249  6463583  7409824  8091159  9881593 10285106 13416975 15630054
   825343   851676   862488   867931   882288   895295   896862   907631
   933067   945779   959830   961554   971165   978129  1007642  1016709
  1054216  1069522  1096036  1106301  5566592  6773219  6773238  7441180
 12262978 15452812 15511891   906883   944137   987562  1005493  1022981
  1055646  1080651  1102453  5580793  6602335 17208470   819978   822936
   823365   830965   843171   843898   848029   849701   850044   853178
   855468   856252   859010   859075   862981   865891   875696   879734
   879876   885023   897120   900598   903674   905978   913089   914077
   918335   919828   932182   933835   936924   938700   944439   946977
   949965   950439   950756   951561   951821   953476   973868   977499
   983278   988421   999134   999207  1003421  1004906  1013321  1042438
  1042907  1049832  1055658  1056479  1067606  1071939  1076154  1078741
  1101010  1106346  1115084  1118033  1118533  1118757  1123086  1133072
  1134294  1135476  1138443  1139023  5568197  5591538  6553398  8090993
  8118779  9245108  9368348  9526892 10150194 13094929 13095365 13381945
 14024964 15778508 15778683 15830672 16769784  1124077  1131384  9527325
 15831034   872342   941943   961234  1015548  1081177  1116005  1130788
  5589812  7155863  8118675 10149845 10456568 15926886 17318749]","[928123, 877498, 9245108, 941943, 1070803]"
2297,[ 1057350  1082185  1133018 10148925   966148  1009449],"[12731544, 927080, 5593033, 5585636, 1009449]"
2298,"[ 826666  843756  883039  891405  923746  933060  948832  953155  954759
  957438  961269  995242  998558 1012587 1022254 1041157 1082185 1104649
 5566803 7168026  845622  850847  871756  921744  957063 1004906 1043590
 9245106]","[1138508, 821741, 6919082, 1037096, 929768]"
2299,"[  822814   829323   834491   847982   861272   866211   897954   903325
   905582   908318   935126   936914   939965   943393   954209   961554
   970202  1003080  1006187  1009046  1040435  1041259  1091858  1093603
  1107089  1114597  1117584  1118012  1124674  6602697  6979160  9553135
  9575583 12524174 14106445 17329614   819304   851494   873178   875252
   896761   931870   962777   979239   983572   984827   994149  1045966
  1070538  1077373  1103752  1063707  8019233 15926886]","[1091858, 977432, 1070803, 981716, 1107089]"
2300,"[ 1103556 12457047 15687043   822989   833169   835558   840361   862458
   868319   876232   878996   893868   921744   923673   929668   947267
   964520   975606   995242  1031831  1036936  1044078  1045285  1065331
  1065453  1077540  1085780  9527542 12263855 12695224 12810422 14025184
 15452330   836758   839747   843756   870515   871756   888275   912553
   921852   933729   954816   965766   994223   995785  1013187  1013807
  1021715  1028275  1038692  1066685  1082185  1098066  1119415  1124475
  5564303  5568197  8273833 10149640 10344585 15830248]","[1092945, 835558, 913202, 1054402, 9655528]"
